1.943791	3.466428	KAAM_song
6.025753	7.623981	KAAM_song
12.872217	13.833314	KAAM_song
13.833314	15.237163	KAAM_song
18.098856	19.545901	KAAM_song
21.586882	22.645168	KAAM_song
22.645168	24.070615	KAAM_song
26.176389	27.461451	KAAM_song
28.573731	29.578023	KAAM_song
29.524029	31.122257	KAAM_song
34.448300	35.852149	KAAM_song
46.565301	48.106348	KAAM_song
48.106348	49.326343	KAAM_song
50.957284	52.305700	KAAM_song
55.477689	57.262735	KAAM_song
57.262735	58.508414	KAAM_song
64.942285	66.367754	KAAM_song
69.372795	70.823947	KAAM_song
74.406882	76.294664	KAAM_song
78.683287	80.494017	KAAM_song
80.494017	82.163484	?KAAM_song
82.998218	84.642001	KAAM_song
85.168526	86.593994	KAAM_song
86.722415	88.109357	KAAM_song
90.472296	91.884922	KAAM_song
