12.109206	13.920363	KAAM_song
32.333787	34.620952	KAAM_song
51.548299	52.593197	KAAM_call
58.839365	60.894331	KAAM_song
79.365805	80.062404	?_KAAM_call
98.824127	100.321814	KAAM_song
116.912472	118.444989	
127.976780	129.776327	KAAM_song
137.903311	139.609977	KAAM_song
154.830658	156.804354	
176.970884	178.433741	KAAM_song
181.591655	183.066122	KAAM_song
191.158277	192.853333	KAAM_song
199.238821	201.131247	KAAM_song
209.293061	211.197098	KAAM_song
214.831020	216.897596	KAAM_song
219.022222	220.879819	KAAM_song
224.107392	225.848889	KAAM_song
228.124444	229.958821	KAAM_song
232.176327	234.115193	KAAM_song
240.384580	242.485986	KAAM_song
246.131519	247.989116	KAAM_song
252.195646	254.822684	KAAM_song
260.782777	263.114273	KAAM_song
266.792126	269.090784	KAAM_song
270.420722	272.653705	KAAM_song
272.965665	275.018039	KAAM_song
278.433188	280.666170	KAAM_song
285.953084	287.660659	KAAM_song
289.466748	291.519121	KAAM_song
296.362722	298.283744	KAAM_song
302.076530	303.784105	KAAM_song
304.966272	306.920131	KAAM_song
309.760616	312.026436	KAAM_song
312.798129	314.702731	KAAM_song
319.201534	320.465796	KAAM_song
331.072462	333.009902	KAAM_song
340.496961	342.286630	KAAM_song
346.670500	349.100510	KAAM_song
352.679849	354.666547	KAAM_song
359.904204	361.792387	KAAM_song
365.913553	367.768899	KAAM_song
373.088650	374.911158	KAAM_song
377.850157	379.590569	 KAAM_song
391.970486	393.973602	KAAM_song
397.569361	399.408287	KAAM_song
402.889113	404.711620	KAAM_song
410.573199	412.116584	KAAM_song
416.516872	418.290123	KAAM_song
424.381567	425.071165	KAAM_song
430.456592	432.443290	KAAM_song
438.633248	440.275147	KAAM_song
449.469780	451.144517	KAAM_song
457.104609	458.894279	KAAM_song
466.545527	467.891884	KAAM_song
477.611924	479.138890	KAAM_song
491.403874	493.538342	KAAM_song
495.935514	498.020726	?_KAAM_song
506.033191	508.200498	KAAM_song
522.714883	524.570228	KAAM_song
527.574903	529.364572	KAAM_song
534.635067	536.506832	KAAM_song
540.677255	542.253478	KAAM_song
545.241733	546.900051	KAAM_song
551.924261	553.598998	KAAM_song
557.654488	559.230711	KAAM_song
562.563765	564.271340	KAAM_song
